ISIN,SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,Unnamed: 13
INE251H01024,GVKPIL,EQ,19.65,20.1,17.95,18.6,18.6,19.6,12699105.0,239675517.65,22-JUN-2011,36909.0,
INE455B01016,PHOENIXLL,EQ,79.95,79.95,75.0,75.1,75.1,77.5,441.0,33257.9,22-JUN-2011,16.0,
INE648H01013,HANUNG,EQ,139.55,141.4,134.15,134.6,134.5,137.85,138975.0,19089929.1,22-JUN-2011,4248.0,
INE939D01015,HARITASEAT,EQ,69.0,70.0,62.0,70.0,70.0,70.0,147.0,10094.65,22-JUN-2011,7.0,
INE544A01019,HARRMALAYA,EQ,71.45,71.95,67.2,67.9,68.25,71.05,52869.0,3658677.75,22-JUN-2011,1319.0,
INE982F01028,HATHWAY,EQ,113.05,113.05,108.0,109.15,108.8,111.45,17269.0,1906065.75,22-JUN-2011,730.0,
INE176B01026,HAVELLS,EQ,409.05,415.4,401.5,403.35,403.4,405.0,295764.0,120881987.8,22-JUN-2011,10730.0,
INE292B01021,HBLPOWER,EQ,16.55,16.8,16.0,16.15,16.1,16.5,43462.0,707760.3,22-JUN-2011,259.0,
INE550B01014,HBSTOCK,EQ,12.5,12.85,11.7,12.15,12.15,12.65,604.0,7464.8,22-JUN-2011,9.0,
INE549A01026,HCC,EQ,29.25,29.7,28.4,28.55,28.6,29.0,3029435.0,87310062.4,22-JUN-2011,11929.0,
INE019C01026,HSCL,EQ,38.1,39.4,37.0,39.05,39.0,38.65,21142.0,809909.8,22-JUN-2011,181.0,
INE236A01020,HCL-INSYS,EQ,91.0,91.0,86.5,86.85,87.0,89.9,71851.0,6309071.4,22-JUN-2011,2204.0,
INE860A01027,HCLTECH,EQ,465.55,470.0,458.1,463.4,465.65,465.05,524470.0,243255646.0,22-JUN-2011,13251.0,
INE001A01036,HDFC,EQ,639.0,649.0,635.0,644.65,647.6,643.05,1890470.0,1213340012.75,22-JUN-2011,27771.0,
INE040A01018,HDFCBANK,EQ,2332.45,2347.8,2312.4,2322.7,2320.0,2325.55,309158.0,719189284.3,22-JUN-2011,14680.0,
INF179K01CN1,HDFCMFGETF,EQ,2232.0,2238.5,2232.0,2235.1,2235.95,2230.3,2264.0,5058795.85,22-JUN-2011,197.0,
INE191I01012,HDIL,EQ,158.0,160.7,150.8,152.2,152.25,157.0,4103019.0,636475539.0,22-JUN-2011,40345.0,
INE545A01016,HEG,EQ,235.05,241.9,235.05,238.6,239.0,237.65,20708.0,4945271.25,22-JUN-2011,596.0,
INE578A01017,HEIDELBERG,EQ,38.35,38.5,37.45,38.0,38.0,37.2,59993.0,2273941.2,22-JUN-2011,640.0,
INE674B01012,HELIOSMATH,EQ,30.2,30.85,30.0,30.05,30.0,30.5,17353.0,523764.9,22-JUN-2011,112.0,
INE688E01024,HERCULES,EQ,228.4,241.0,228.4,231.35,232.0,230.35,73787.0,17406908.1,22-JUN-2011,2390.0,
INE978A01019,HERITGFOOD,EQ,187.0,198.0,182.2,189.85,189.95,189.0,2280.0,430988.85,22-JUN-2011,40.0,
INE158A01026,HEROMOTOCO,EQ,1763.0,1778.8,1727.1,1747.95,1742.0,1762.35,218404.0,384798849.0,22-JUN-2011,18865.0,
INE093A01033,HEXAWARE,EQ,68.0,68.3,65.6,65.85,65.6,66.85,494917.0,32978113.05,22-JUN-2011,6918.0,
INE548A01028,HFCL,EQ,16.4,16.5,13.8,14.8,14.8,16.1,7522395.0,114083952.65,22-JUN-2011,16908.0,
INE170I01016,HGS,EQ,392.55,396.4,387.6,392.6,395.0,395.5,2962.0,1160053.3,22-JUN-2011,180.0,
INE475B01014,HIKAL,EQ,296.0,296.0,288.05,290.9,288.05,296.8,614.0,179476.3,22-JUN-2011,81.0,
INE788H01017,HILTON,EQ,16.1,16.9,16.0,16.65,16.6,16.0,5950.0,98662.7,22-JUN-2011,39.0,
INE049A01027,HIMATSEIDE,EQ,33.2,33.7,32.55,32.7,32.55,33.25,110223.0,3647659.55,22-JUN-2011,96.0,
INE038A01020,HINDALCO,EQ,171.4,171.6,166.15,167.65,167.45,169.6,4528233.0,765078969.0,22-JUN-2011,43444.0,
INE310C01011,HINDCOMPOS,EQ,479.3,513.5,479.3,502.8,500.0,476.7,578.0,283951.5,22-JUN-2011,65.0,
INE531E01026,HINDCOPPER,EQ,262.0,263.6,254.0,254.95,255.0,259.75,55606.0,14332109.65,22-JUN-2011,1962.0,
INE551A01022,HINDDORROL,EQ,51.95,51.95,47.5,47.9,48.0,51.15,134693.0,6584619.3,22-JUN-2011,1828.0,
INE253A01025,HINDMOTORS,EQ,16.05,16.1,15.45,15.55,15.5,15.9,166015.0,2601115.65,22-JUN-2011,770.0,
INE952A01022,HINDNATGLS,EQ,194.0,196.95,190.25,190.7,190.25,197.9,525.0,100285.45,22-JUN-2011,58.0,
INE345A01011,HINDOILEXP,EQ,168.9,171.0,162.65,165.15,164.8,166.65,679573.0,112663453.95,22-JUN-2011,9917.0,
INE094A01015,HINDPETRO,EQ,371.1,374.7,365.45,369.0,368.95,370.55,201036.0,74355825.95,22-JUN-2011,7319.0,
INE291F01016,HINDUJAFO,EQ,75.0,76.0,72.55,73.0,73.0,72.5,316.0,23197.5,22-JUN-2011,18.0,
INE353A01023,NXTDIGITAL,EQ,275.1,278.85,271.1,275.35,277.25,275.05,2900.0,796165.3,22-JUN-2011,147.0,
INE030A01027,HINDUNILVR,EQ,323.0,323.95,310.0,310.75,310.7,322.35,2409893.0,762969193.35,22-JUN-2011,29664.0,
INE267A01025,HINDZINC,EQ,130.6,131.9,128.8,129.8,129.4,130.25,697537.0,90900765.5,22-JUN-2011,5796.0,
INE835D01023,HIRECT,EQ,46.5,46.9,45.6,46.5,46.5,46.75,2775.0,128845.4,22-JUN-2011,83.0,
INE782A01015,JCHAC,EQ,195.0,196.45,189.0,189.75,189.5,193.25,28227.0,5412554.85,22-JUN-2011,807.0,
INE127B01011,HITECHGEAR,EQ,100.15,105.5,100.15,105.5,105.5,105.75,143.0,14988.25,22-JUN-2011,8.0,
INE120D01012,HITECHCORP,EQ,90.4,91.0,83.05,84.8,86.65,92.0,7941.0,694334.6,22-JUN-2011,120.0,
INE262A01018,HMT,EQ,58.45,63.0,57.0,61.6,61.35,57.55,2328929.0,141789566.0,22-JUN-2011,18169.0,
INE871K01015,HMVL,EQ,137.5,139.45,130.05,137.8,136.2,135.0,209430.0,28269382.3,22-JUN-2011,228.0,
INF732E01227,HNGSNGBEES,EQ,1320.0,1380.0,1303.15,1309.18,1309.18,1353.33,865.0,1132894.01,22-JUN-2011,23.0,
INE048A01011,HOCL,EQ,32.0,32.25,30.3,30.7,30.65,31.65,46027.0,1431907.8,22-JUN-2011,345.0,
INE671A01010,HONAUT,EQ,2550.0,2550.0,2405.25,2410.3,2406.0,2447.35,509.0,1238075.85,22-JUN-2011,145.0,
INE634A01018,HONDAPOWER,EQ,383.5,397.3,383.5,389.45,392.0,380.05,572.0,222602.85,22-JUN-2011,54.0,
INE940H01014,PGIL,BE,57.5,59.0,56.8,57.0,57.0,59.75,2809.0,160585.4,22-JUN-2011,39.0,
INE429F01012,SKIL,BE,244.95,244.95,235.0,235.1,235.1,240.6,2819.0,683897.9,22-JUN-2011,40.0,
INE102A01024,HLVLTD,EQ,36.25,38.1,36.15,37.15,38.1,36.05,585600.0,21453997.1,22-JUN-2011,1576.0,
INE275F01019,UNIVAFOODS,EQ,9.15,9.6,9.15,9.6,9.6,9.25,1367.0,13035.1,22-JUN-2011,30.0,
INE596H01014,HOVS,EQ,85.25,88.5,84.5,86.15,85.0,85.7,12699.0,1094206.35,22-JUN-2011,217.0,
INE415A01038,AGI,EQ,172.0,179.9,172.0,176.4,176.5,175.6,76062.0,13427635.55,22-JUN-2011,1214.0,
INE501G01024,HTMEDIA,EQ,158.0,163.1,158.0,161.45,162.0,159.05,30083.0,4811157.55,22-JUN-2011,1221.0,
INE557A01011,HIL,EQ,395.0,395.0,365.6,371.85,372.0,369.05,13828.0,5134377.25,22-JUN-2011,478.0,
INE473D01015,KINGFA,EQ,21.5,21.5,21.1,21.1,21.1,21.05,600.0,12780.0,22-JUN-2011,4.0,
INE886H01027,TV18BRDCST,EQ,80.15,82.95,80.0,80.65,80.6,81.75,5766.0,465482.85,22-JUN-2011,141.0,
INE399K01017,RTNPOWER,EQ,17.5,17.7,16.75,16.85,16.8,17.2,338169.0,5769522.85,22-JUN-2011,1312.0,
INE069I01010,IBREALEST,EQ,106.5,107.4,100.5,101.85,101.5,106.35,2342173.0,243019010.5,22-JUN-2011,23130.0,
INE274G01010,DHANI,EQ,13.3,13.35,12.9,13.05,13.15,13.15,350153.0,4572680.1,22-JUN-2011,951.0,
INE090A01013,ICICIBANK,EQ,1024.35,1027.4,1010.0,1018.9,1020.6,1014.0,2776052.0,2829269254.9,22-JUN-2011,65793.0,
INE483B01018,ICIL,EQ,12.0,12.85,11.8,12.5,12.85,12.5,619.0,7678.45,22-JUN-2011,7.0,
INE725G01011,ICRA,EQ,1033.0,1048.0,1026.9,1039.3,1040.0,1043.05,701.0,726430.55,22-JUN-2011,94.0,
INE306B01029,ICSA,EQ,111.0,111.0,102.15,102.65,102.3,105.4,65706.0,6855955.1,22-JUN-2011,1607.0,
INE008A01015,IDBI,EQ,123.05,126.85,123.05,125.55,125.25,124.65,801184.0,100742329.45,22-JUN-2011,10228.0,
INE669E01016,IDEA,EQ,79.3,79.6,74.15,74.55,74.3,78.05,5458385.0,415386815.65,22-JUN-2011,32664.0,
INE043D01016,IDFC,EQ,122.35,123.4,121.1,121.85,121.4,121.15,4863160.0,594819895.0,22-JUN-2011,41683.0,
INE076C01018,IFBAGRO,EQ,74.85,74.85,71.6,73.95,74.55,73.15,2101.0,154085.95,22-JUN-2011,46.0,
INE559A01017,IFBIND,EQ,113.1,115.3,110.05,110.75,110.2,113.25,10511.0,1180211.9,22-JUN-2011,338.0,
INE039A01010,IFCI,EQ,44.0,44.3,43.1,43.35,43.25,43.8,6476107.0,283045555.85,22-JUN-2011,18503.0,
INE023B01012,IFGLREFRAC,EQ,33.0,34.5,33.0,33.0,33.0,33.25,7680.0,254766.75,22-JUN-2011,65.0,
INE188B01013,IGARASHI,EQ,56.0,56.0,46.65,48.85,48.55,47.9,2215.0,107669.1,22-JUN-2011,43.0,
INE203G01019,IGL,EQ,367.95,373.3,364.15,369.15,368.5,367.05,177443.0,65341624.95,22-JUN-2011,5138.0,
INE204A01010,IGPL,EQ,25.0,26.3,23.95,24.05,24.0,25.55,4099.0,100472.4,22-JUN-2011,50.0,
INE886A01014,IITL,BE,160.65,160.65,160.65,160.65,160.65,153.0,1.0,160.65,22-JUN-2011,1.0,
INE369I01014,IL&FSENGG,EQ,143.05,146.0,139.5,144.25,144.0,143.7,11366.0,1619169.15,22-JUN-2011,347.0,
INE975G01012,IL&FSTRANS,EQ,201.4,201.4,196.4,197.3,198.0,197.7,25089.0,4974309.3,22-JUN-2011,701.0,
INE919H01018,IMFA,BE,440.0,457.6,425.0,439.65,440.0,441.1,441.0,190942.4,22-JUN-2011,46.0,
INE547E01014,IMPAL,EQ,670.55,670.6,670.55,670.6,670.6,678.0,23.0,15423.05,22-JUN-2011,3.0,
INE691G01015,IMPEXFERRO,EQ,9.75,10.1,9.7,9.75,9.7,10.0,7100.0,69240.0,22-JUN-2011,16.0,
INE841B01017,INDBANK,EQ,11.0,11.0,10.4,10.55,10.65,10.55,6792.0,71841.45,22-JUN-2011,100.0,
INE053A01029,INDHOTEL,EQ,73.95,75.0,73.4,73.8,74.05,73.35,443786.0,32747562.95,22-JUN-2011,4760.0,
INE894F01025,INDIABULLS,EQ,147.05,150.8,146.05,148.9,149.5,145.85,696591.0,103366622.45,22-JUN-2011,8485.0,
INE383A01012,INDIACEM,EQ,76.9,76.9,72.55,73.2,73.05,75.55,951221.0,70478995.1,22-JUN-2011,10763.0,
INE560A01015,INDIAGLYCO,EQ,108.3,110.3,108.1,108.8,109.1,108.2,6476.0,704355.0,22-JUN-2011,155.0,
INE530B01024,IIFL,EQ,81.2,81.85,79.85,81.1,81.15,81.15,414993.0,33576906.8,22-JUN-2011,3446.0,
INE562A01011,INDIANB,EQ,217.45,225.0,210.15,212.75,211.95,216.1,258489.0,55875956.45,22-JUN-2011,5767.0,
INE061A01014,INDIANCARD,EQ,104.95,104.95,98.3,98.3,98.3,100.1,108.0,10669.6,22-JUN-2011,2.0,
INE323C01030,INDIANHUME,EQ,125.1,127.5,125.0,125.5,125.5,125.45,1003.0,125708.4,22-JUN-2011,48.0,
INE065B01013,INDLMETER,EQ,96.0,96.0,86.55,90.1,87.0,94.4,2115.0,191313.5,22-JUN-2011,64.0,
INE092B01017,INDNIPPON,EQ,248.0,255.0,245.0,245.05,245.0,248.8,1330.0,330941.65,22-JUN-2011,20.0,
INE076H01017,EONELECT,EQ,81.0,82.0,77.15,81.6,82.0,79.8,18654.0,1505322.4,22-JUN-2011,228.0,
INE873D01016,INDOCO,EQ,416.15,419.95,415.45,415.85,415.5,418.0,710.0,295869.9,22-JUN-2011,48.0,
INE156A01020,INDORAMA,EQ,40.4,40.4,38.3,38.55,38.5,39.4,35375.0,1379300.3,22-JUN-2011,208.0,
INE866K01015,INDOSOLAR,EQ,14.7,14.95,14.1,14.2,14.2,14.6,223066.0,3191248.15,22-JUN-2011,670.0,
INE332H01014,INDOTECH,EQ,130.5,131.9,127.1,128.55,127.1,130.1,3163.0,409713.85,22-JUN-2011,112.0,
INE227G01018,INDOWIND,EQ,21.25,22.1,20.15,20.7,20.5,20.6,695895.0,14764607.35,22-JUN-2011,2717.0,
INE681B01017,INDRAMEDCO,EQ,35.1,36.1,35.1,35.25,35.3,35.7,8605.0,304792.7,22-JUN-2011,78.0,
INE915B01019,INDSWFTLAB,EQ,94.5,94.5,90.55,91.45,90.6,92.3,111526.0,10286945.95,22-JUN-2011,514.0,
INE788B01028,INDSWFTLTD,EQ,29.85,29.85,29.5,29.5,29.5,29.75,5317.0,157531.05,22-JUN-2011,40.0,
INE611L01013,INDTERRAIN,BE,122.45,123.0,122.45,122.45,122.45,128.9,1422.0,174126.65,22-JUN-2011,42.0,
INE025I01012,INDUSFILA,EQ,21.1,21.1,20.45,21.0,21.0,20.75,306.0,6374.3,22-JUN-2011,8.0,
INE095A01012,INDUSINDBK,EQ,255.0,255.0,251.1,252.75,252.0,253.1,142792.0,36053232.25,22-JUN-2011,2200.0,
INE189B01011,INEOSSTYRO,EQ,611.0,611.0,585.05,589.2,590.5,600.25,5456.0,3242140.9,22-JUN-2011,271.0,
INE486J01014,INFINITE,EQ,128.0,128.0,122.15,126.0,123.1,124.0,53002.0,6688963.35,22-JUN-2011,1185.0,
INE804D01011,INFODRIVE,EQ,12.8,12.95,11.6,12.2,12.0,12.7,21449.0,270811.0,22-JUN-2011,52.0,
INE669A01022,INFOMEDIA,EQ,17.1,18.0,17.1,17.25,17.25,18.0,9089.0,157744.15,22-JUN-2011,64.0,
INE009A01021,INFY,EQ,2753.0,2781.7,2742.1,2755.05,2757.0,2727.15,703125.0,1939922239.0,22-JUN-2011,45830.0,
INE136B01020,CYIENT,EQ,134.3,139.5,134.3,139.05,137.5,137.05,9551.0,1312448.6,22-JUN-2011,124.0,
INF732E01268,INFRABEES,EQ,295.25,295.25,288.4,293.25,293.25,294.0,313.0,90857.5,22-JUN-2011,13.0,
INE177A01018,INGERRAND,EQ,464.1,466.0,458.6,462.65,464.0,462.0,2241.0,1033557.0,22-JUN-2011,113.0,
INE166A01011,INGVYSYABK,EQ,322.05,325.0,315.0,321.3,320.5,321.05,41162.0,13219214.15,22-JUN-2011,1082.0,
INE549I01011,INNOIND,EQ,87.8,88.8,87.7,88.05,88.45,87.9,17545.0,1545096.1,22-JUN-2011,313.0,
INE312H01016,INOXLEISUR,EQ,41.85,42.2,41.0,41.6,41.7,42.25,39020.0,1622361.65,22-JUN-2011,411.0,
INE070I01018,INSECTICID,EQ,341.9,346.75,327.05,331.1,332.65,338.4,98023.0,33082843.55,22-JUN-2011,1875.0,
INE565A01014,IOB,EQ,140.3,141.8,138.25,141.0,141.65,140.05,309552.0,43233523.8,22-JUN-2011,3777.0,
INE242A01010,IOC,EQ,325.1,327.3,319.0,319.95,320.3,323.5,249080.0,80145125.3,22-JUN-2011,7728.0,
INE485C01011,IOLCP,EQ,33.0,35.4,33.0,34.7,34.7,34.35,3010.0,104995.7,22-JUN-2011,25.0,
INE517C01011,IOLN,EQ,6.1,6.15,5.85,5.85,5.85,6.15,16989.0,99830.5,22-JUN-2011,52.0,
INE571A01020,IPCALAB,EQ,338.95,338.95,328.5,329.75,329.1,336.75,86390.0,28530149.75,22-JUN-2011,706.0,
INF109K01FV4,IGOLD,EQ,2246.0,2246.0,2231.5,2235.7,2240.0,2236.9,206.0,461704.65,22-JUN-2011,40.0,
INE558A01019,IPRINGLTD,EQ,80.0,80.0,80.0,80.0,80.0,75.35,2.0,160.0,22-JUN-2011,1.0,
INE821I01014,IRB,EQ,160.55,161.05,155.55,156.25,155.9,159.8,480246.0,75790087.75,22-JUN-2011,9764.0,
INE566K01011,ISFT,EQ,68.75,68.75,61.15,62.1,62.75,62.55,1004.0,62327.6,22-JUN-2011,95.0,
INE732F01019,ISMTLTD,EQ,40.7,40.7,38.9,39.15,39.2,39.05,26449.0,1036265.85,22-JUN-2011,280.0,
INE136A01022,JSWISPAT,EQ,19.45,19.5,18.5,18.65,18.65,19.0,2379346.0,45073247.95,22-JUN-2011,5618.0,
INE154A01025,ITC,EQ,185.4,186.75,182.0,185.2,185.0,184.85,5940702.0,1095973635.85,22-JUN-2011,48043.0,
INE686A01018,ITDCEM,EQ,153.0,154.8,152.0,152.35,153.5,154.0,1407.0,215243.35,22-JUN-2011,54.0,
INE248A01017,ITI,EQ,30.4,31.55,29.55,30.3,30.15,30.15,690337.0,21089561.8,22-JUN-2011,3688.0,
INE050B01023,IVC,EQ,35.0,35.0,32.9,33.35,33.95,33.65,37732.0,1255278.3,22-JUN-2011,495.0,
INE043C01018,IVP,EQ,41.35,41.35,41.35,41.35,41.35,41.85,110.0,4548.5,22-JUN-2011,2.0,
INE414I01018,IVRCLAH,EQ,47.1,47.75,45.6,46.35,46.75,47.45,17430.0,807596.2,22-JUN-2011,534.0,
INE875A01025,IVRCLINFRA,EQ,67.15,67.65,63.25,63.7,63.6,66.45,3608665.0,233730904.6,22-JUN-2011,24575.0,
INE168A01017,J&KBANK,EQ,837.0,844.4,832.05,839.3,836.25,835.85,10688.0,8967746.7,22-JUN-2011,1292.0,
INE199G01027,JAGRAN,EQ,123.0,123.4,120.0,120.95,120.7,122.0,46715.0,5656117.75,22-JUN-2011,295.0,
INE048B01027,JAGSNPHARM,EQ,14.4,14.4,13.75,13.85,13.8,13.8,4786.0,66408.45,22-JUN-2011,26.0,
INE091G01018,JAIBALAJI,EQ,169.0,169.8,161.0,163.15,163.1,167.15,29119.0,4809300.2,22-JUN-2011,902.0,
INE070D01027,JAICORPLTD,EQ,122.4,123.8,115.15,116.6,117.15,119.75,561638.0,67082102.4,22-JUN-2011,9297.0,
INE486B01011,JAINSTUDIO,EQ,10.2,10.2,9.75,9.75,9.75,10.25,2064.0,20289.05,22-JUN-2011,7.0,
INE039C01016,JAMNAAUTO,EQ,120.2,129.0,115.0,115.1,117.0,125.0,1489.0,176884.8,22-JUN-2011,19.0,
INE785A01026,JAYAGROGN,EQ,81.0,81.0,78.95,79.7,78.95,81.0,741.0,59264.25,22-JUN-2011,59.0,
INE571B01028,JAYBARMARU,EQ,76.0,77.0,73.0,76.25,74.0,74.95,1253.0,93962.8,22-JUN-2011,42.0,
INE854B01010,JAYNECOIND,EQ,20.75,21.0,19.8,20.0,20.0,20.7,46325.0,938773.2,22-JUN-2011,281.0,
INE364A01020,JAYSREETEA,EQ,157.9,158.6,153.95,154.6,154.1,157.1,24443.0,3811481.9,22-JUN-2011,709.0,
INE572A01028,JBCHEPHARM,EQ,125.9,128.05,124.5,125.3,125.75,125.35,92269.0,11582948.05,22-JUN-2011,1217.0,
INE187A01017,JBFIND,EQ,157.55,158.0,152.0,153.1,153.15,156.8,58695.0,9056744.5,22-JUN-2011,2252.0,
INE927D01010,JBMA,BE,71.55,73.1,71.55,73.1,73.1,73.15,300.0,21707.5,22-JUN-2011,4.0,
INE264B01020,JCTEL,EQ,1.15,1.15,1.1,1.1,1.1,1.15,12928.0,14220.9,22-JUN-2011,18.0,
INE819B01021,JENSONICOL,EQ,4.6,4.65,4.35,4.4,4.35,4.65,13351.0,59752.85,22-JUN-2011,47.0,
INE802G01018,JETAIRWAYS,EQ,422.75,426.0,415.0,417.9,417.5,414.8,346954.0,145502431.75,22-JUN-2011,9768.0,
INE544H01014,JHS,EQ,52.65,53.6,47.5,50.4,50.3,53.1,68635.0,3436316.05,22-JUN-2011,986.0,
INE026B01049,JIKIND,EQ,7.15,8.3,7.15,7.5,7.5,7.5,969.0,7304.95,22-JUN-2011,32.0,
INE796G01012,JINDALPHOT,EQ,132.4,163.5,132.4,154.0,155.3,157.15,270780.0,42799385.55,22-JUN-2011,6254.0,
INE197D01010,JINDALPOLY,EQ,302.3,303.5,287.25,288.6,289.95,300.5,185393.0,54627562.95,22-JUN-2011,5785.0,
INE324A01024,JINDALSAW,EQ,144.4,145.0,135.35,136.9,137.2,142.4,432339.0,60181064.65,22-JUN-2011,8276.0,
INE749A01030,JINDALSTEL,EQ,623.6,623.6,604.1,613.3,610.8,622.45,974611.0,596389899.4,22-JUN-2011,21820.0,
INE824G01012,JSWHL,EQ,914.7,948.55,905.2,914.8,918.9,905.45,43635.0,40391166.25,22-JUN-2011,2385.0,
INE904J01016,JINDCOT,EQ,102.5,103.95,97.0,100.6,100.35,102.55,50598.0,5150024.95,22-JUN-2011,480.0,
INE742C01031,JINDRILL,EQ,442.25,449.9,440.05,441.65,443.0,442.55,5410.0,2392756.2,22-JUN-2011,166.0,
INE247D01013,JINDWORLD,EQ,185.3,194.45,175.2,177.3,179.0,185.45,31336.0,5855452.55,22-JUN-2011,1356.0,
INE175A01038,JISLJALEQS,EQ,144.9,148.0,142.6,147.2,147.95,142.1,2207547.0,323221511.2,22-JUN-2011,26763.0,
INE823G01014,JKCEMENT,EQ,107.0,111.85,107.0,110.85,111.2,109.85,10038.0,1104787.75,22-JUN-2011,292.0,
INE576I01014,JKIL,EQ,133.0,133.0,128.0,128.95,128.05,132.0,7371.0,961963.85,22-JUN-2011,208.0,
INE786A01032,JKLAKSHMI,EQ,44.05,45.35,43.55,44.45,44.0,44.8,87712.0,3897971.45,22-JUN-2011,802.0,
INE789E01012,JKPAPER,EQ,46.1,46.65,45.05,45.25,45.5,46.2,44633.0,2023629.3,22-JUN-2011,395.0,
INE573A01034,JKTYRE,EQ,93.1,93.75,91.1,91.5,91.65,93.0,27010.0,2488795.7,22-JUN-2011,1012.0,
INE890A01016,JMCPROJECT,EQ,138.75,141.5,138.7,139.3,139.8,142.1,2332.0,325839.4,22-JUN-2011,130.0,
INE780C01023,JMFINANCIL,EQ,22.05,22.1,21.5,21.65,21.65,21.75,292519.0,6376270.75,22-JUN-2011,1704.0,
INE988E01010,JMTAUTOLTD,EQ,73.0,73.0,68.5,70.15,70.0,70.75,610.0,42830.0,22-JUN-2011,4.0,
INE839G01010,JOCIL,EQ,251.0,258.95,247.5,255.6,258.75,257.5,2254.0,566806.05,22-JUN-2011,53.0,
INE455F01025,JPASSOCIAT,EQ,77.0,77.25,74.4,75.3,75.15,75.95,9892832.0,746348495.7,22-JUN-2011,46254.0,
INE099J01015,JPINFRATEC,EQ,50.0,50.7,48.75,48.95,49.0,49.9,121926.0,6060939.4,22-JUN-2011,1798.0,
INE351F01018,JPPOWER,EQ,44.0,44.9,42.65,44.0,44.15,43.5,1271316.0,55866290.95,22-JUN-2011,3020.0,
INE220G01021,JSL,EQ,99.3,101.0,98.3,100.3,101.0,100.1,189625.0,19106352.15,22-JUN-2011,988.0,
INE121E01018,JSWENERGY,EQ,67.0,67.25,64.5,64.75,64.55,66.7,515481.0,33663345.55,22-JUN-2011,5347.0,
INE019A01020,JSWSTEEL,EQ,852.55,857.1,833.6,838.1,836.5,849.85,423909.0,357932722.65,22-JUN-2011,13448.0,
INE700A01033,JUBLPHARMA,EQ,162.0,162.0,160.0,161.05,161.15,160.15,35992.0,5776980.8,22-JUN-2011,1328.0,
INE797F01012,JUBLFOOD,EQ,807.0,813.8,797.0,806.85,810.0,800.85,365055.0,293581758.4,22-JUN-2011,12589.0,
INE645L01011,JUBLINDS,EQ,160.65,160.65,154.1,156.0,156.7,161.9,14441.0,2271024.2,22-JUN-2011,296.0,
INE699D01015,JUMBO,EQ,18.15,18.45,17.95,18.0,18.25,18.25,1456.0,26350.25,22-JUN-2011,19.0,
INF732E01045,JUNIORBEES,EQ,109.0,109.3,107.5,107.88,107.6,108.77,61491.0,6650457.77,22-JUN-2011,230.0,
INE918B01013,JUPITER,EQ,19.9,20.0,18.85,19.0,19.15,19.65,308740.0,5949287.65,22-JUN-2011,1104.0,
INE430G01026,JVLAGRO,EQ,21.0,22.25,21.0,21.35,21.0,21.55,28595.0,614809.35,22-JUN-2011,39.0,
INE668F01031,JYOTHYLAB,EQ,203.05,219.0,203.05,206.65,205.1,212.65,31649.0,6625028.45,22-JUN-2011,1065.0,
INE197A01024,JYOTISTRUC,EQ,84.1,86.0,83.3,84.3,83.55,84.65,44506.0,3742954.75,22-JUN-2011,1592.0,
INE900B01029,KABRAEXTRU,EQ,52.15,52.5,50.75,51.0,50.75,52.5,4131.0,212487.1,22-JUN-2011,115.0,
INE217B01028,KAJARIACER,EQ,88.0,88.9,86.95,87.9,88.0,88.0,539463.0,47059954.55,22-JUN-2011,610.0,
INE437B01014,KAKATCEM,EQ,66.4,69.3,63.3,68.95,69.0,68.4,568.0,38373.0,22-JUN-2011,28.0,
INE793A01012,ACCELYA,EQ,80.0,81.0,75.35,76.05,75.55,77.65,6158.0,478736.75,22-JUN-2011,230.0,
INE178D01010,KALINDEE,EQ,104.5,104.7,102.0,102.15,102.35,102.3,67780.0,6960625.2,22-JUN-2011,1340.0,
INE220B01022,KALPATPOWR,EQ,125.0,125.0,122.4,123.05,122.7,124.9,37599.0,4640046.0,22-JUN-2011,1380.0,
INE967C01018,KAMATHOTEL,EQ,92.0,92.8,89.5,90.2,90.55,89.95,12290.0,1116028.45,22-JUN-2011,292.0,
INE292D01019,KANDAGIRI,EQ,84.6,86.9,84.6,86.9,86.9,87.55,2000.0,171500.0,22-JUN-2011,2.0,
INE138C01024,KANORICHEM,EQ,49.0,49.45,48.75,49.0,49.2,48.75,42989.0,2111283.8,22-JUN-2011,229.0,
INE531A01016,KANSAINER,EQ,890.0,890.0,861.25,865.75,865.25,889.85,14564.0,12874900.4,22-JUN-2011,664.0,
INE727F01019,KARURKCP,EQ,38.0,39.0,36.05,38.7,39.0,37.0,452.0,17422.1,22-JUN-2011,6.0,
INE036D01010,KARURVYSYA,EQ,390.0,397.9,388.3,390.15,391.0,386.75,42124.0,16448708.3,22-JUN-2011,953.0,
INE234I01010,KAUSHALYA,EQ,9.15,9.55,9.1,9.4,9.5,9.3,7895.0,74090.7,22-JUN-2011,77.0,
INE641C01019,KAVVERITEL,EQ,146.25,146.95,141.1,143.4,141.5,144.95,60580.0,8815204.05,22-JUN-2011,268.0,
INE920K01010,KBIL,EQ,555.0,600.0,555.0,587.25,590.0,564.45,10475.0,6262711.35,22-JUN-2011,239.0,
INE805C01028,KCP,EQ,25.65,25.65,25.0,25.3,25.35,25.5,21349.0,537302.85,22-JUN-2011,95.0,
